h1,h2,tr,comp,tr2,tr1,gx1,gx2,fx1,x1prod,fx2,x2prod,ch2,ch1,htgx1,htgx2,htx1prod,htx2prod,tgx1,tgx2,tx1prod,tx2prod
0,-4.6029239,1,0,0,1,4.1006999,-0.66501433,0.349123269,1.4316498,0,,5.1034713,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5995412,1,0,0,1,4.1006999,-0.66221225,0.349123269,1.4316498,0,,5.1000886,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5961585,1,0,0,1,4.1006999,-0.65941024,0.349123269,1.4316498,0,,5.0967059,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5927753,1,0,0,1,4.1006999,-0.65660781,0.349123269,1.4316498,0,,5.0933228,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5893927,1,0,0,1,4.1006999,-0.65380579,0.349123269,1.4316498,0,,5.0899401,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.58601,1,0,0,1,4.1006999,-0.65100378,0.349123269,1.4316498,0,,5.0865574,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5826268,1,0,0,1,4.1006999,-0.64820135,0.349123269,1.4316498,0,,5.0831742,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5792441,1,0,0,1,4.1006999,-0.64539927,0.349123269,1.4316498,0,,5.0797915,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5758615,1,0,0,1,4.1006999,-0.64259726,0.349123269,1.4316498,0,,5.0764089,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5724783,1,0,0,1,4.1006999,-0.63979483,0.349123269,1.4316498,0,,5.0730257,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5690956,1,0,0,1,4.1006999,-0.63699281,0.349123269,1.4316498,0,,5.069643,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5657125,1,0,0,1,4.1006999,-0.63419038,0.349123269,1.4316498,0,,5.0662599,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5623298,1,0,0,1,4.1006999,-0.63138837,0.349123269,1.4316498,0,,5.0628772,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5589471,1,0,0,1,4.1006999,-0.62858629,0.349123269,1.4316498,0,,5.0594945,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5555639,1,0,0,1,4.1006999,-0.62578386,0.349123269,1.4316498,0,,5.0561113,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5521812,1,0,0,1,4.1006999,-0.62298185,0.349123269,1.4316498,0,,5.0527287,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5487986,1,0,0,1,4.1006999,-0.62017983,0.349123269,1.4316498,0,,5.049346,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5454154,1,0,0,1,4.1006999,-0.6173774,0.349123269,1.4316498,0,,5.0459628,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5420327,1,0,0,1,4.1006999,-0.61457539,0.349123269,1.4316498,0,,5.0425801,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.53865,1,0,0,1,4.1006999,-0.61177331,0.349123269,1.4316498,0,,5.0391974,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5352669,1,0,0,1,4.1006999,-0.60897088,0.349123269,1.4316498,0,,5.0358143,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5318842,1,0,0,1,4.1006999,-0.60616887,0.349123269,1.4316498,0,,5.0324316,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5285015,1,0,0,1,4.1006999,-0.60336685,0.349123269,1.4316498,0,,5.0290489,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5251184,1,0,0,1,4.1006999,-0.60056442,0.349123269,1.4316498,0,,5.0256658,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5217357,1,0,0,1,4.1006999,-0.59776241,0.349123269,1.4316498,0,,5.0222831,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.518353,1,0,0,1,4.1006999,-0.59496033,0.349123269,1.4316498,0,,5.0189004,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5149698,1,0,0,1,4.1006999,-0.59215796,0.349123269,1.4316498,0,,5.0155172,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5115871,1,0,0,1,4.1006999,-0.58935589,0.349123269,1.4316498,0,,5.0121346,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5082045,1,0,0,1,4.1006999,-0.58655387,0.349123269,1.4316498,0,,5.0087519,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5048213,1,0,0,1,4.1006999,-0.58375144,0.349123269,1.4316498,0,,5.0053687,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.5014386,1,0,0,1,4.1006999,-0.58094943,0.349123269,1.4316498,0,,5.001986,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4980559,1,0,0,1,4.1006999,-0.57814735,0.349123269,1.4316498,0,,4.9986033,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4946728,1,0,0,1,4.1006999,-0.57534498,0.349123269,1.4316498,0,,4.9952202,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4912901,1,0,0,1,4.1006999,-0.57254291,0.349123269,1.4316498,0,,4.9918375,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4879069,1,0,0,1,4.1006999,-0.56974047,0.349123269,1.4316498,0,,4.9884543,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4845243,1,0,0,1,4.1006999,-0.56693846,0.349123269,1.4316498,0,,4.9850717,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4811416,1,0,0,1,4.1006999,-0.56413645,0.349123269,1.4316498,0,,4.981689,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4777584,1,0,0,1,4.1006999,-0.56133401,0.349123269,1.4316498,0,,4.9783058,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4743757,1,0,0,1,4.1006999,-0.558532,0.349123269,1.4316498,0,,4.9749231,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.470993,1,0,0,1,4.1006999,-0.55572993,0.349123269,1.4316498,0,,4.9715405,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4676099,1,0,0,1,4.1006999,-0.55292749,0.349123269,1.4316498,0,,4.9681573,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4642272,1,0,0,1,4.1006999,-0.55012548,0.349123269,1.4316498,0,,4.9647746,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4608445,1,0,0,1,4.1006999,-0.54732347,0.349123269,1.4316498,0,,4.9613919,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4574614,1,0,0,1,4.1006999,-0.54452103,0.349123269,1.4316498,0,,4.9580088,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4540787,1,0,0,1,4.1006999,-0.54171902,0.349123269,1.4316498,0,,4.9546261,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.450696,1,0,0,1,4.1006999,-0.53891695,0.349123269,1.4316498,0,,4.9512434,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4473128,1,0,0,1,4.1006999,-0.53611451,0.349123269,1.4316498,0,,4.9478602,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4439301,1,0,0,1,4.1006999,-0.5333125,0.349123269,1.4316498,0,,4.9444776,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4405475,1,0,0,1,4.1006999,-0.53051049,0.349123269,1.4316498,0,,4.9410949,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4371643,1,0,0,1,4.1006999,-0.52770805,0.349123269,1.4316498,0,,4.9377117,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4337816,1,0,0,1,4.1006999,-0.52490604,0.349123269,1.4316498,0,,4.934329,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4303989,1,0,0,1,4.1006999,-0.52210397,0.349123269,1.4316498,0,,4.9309464,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4270158,1,0,0,1,4.1006999,-0.51930153,0.349123269,1.4316498,0,,4.9275632,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4236331,1,0,0,1,4.1006999,-0.51649952,0.349123269,1.4316498,0,,4.9241805,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4202504,1,0,0,1,4.1006999,-0.5136975,0.349123269,1.4316498,0,,4.9207978,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4168673,1,0,0,1,4.1006999,-0.51089507,0.349123269,1.4316498,0,,4.9174147,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4134846,1,0,0,1,4.1006999,-0.50809306,0.349123269,1.4316498,0,,4.914032,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4101014,1,0,0,1,4.1006999,-0.50529063,0.349123269,1.4316498,0,,4.9106488,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.4067187,1,0,0,1,4.1006999,-0.50248855,0.349123269,1.4316498,0,,4.9072661,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.403336,1,0,0,1,4.1006999,-0.49968654,0.349123269,1.4316498,0,,4.9038835,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3999529,1,0,0,1,4.1006999,-0.49688411,0.349123269,1.4316498,0,,4.9005003,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3965702,1,0,0,1,4.1006999,-0.49408209,0.349123269,1.4316498,0,,4.8971176,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3931875,1,0,0,1,4.1006999,-0.49128005,0.349123269,1.4316498,0,,4.8937349,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3898044,1,0,0,1,4.1006999,-0.48847762,0.349123269,1.4316498,0,,4.8903518,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3864217,1,0,0,1,4.1006999,-0.4856756,0.349123269,1.4316498,0,,4.8869691,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.383039,1,0,0,1,4.1006999,-0.48287356,0.349123269,1.4316498,0,,4.8835864,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3796558,1,0,0,1,4.1006999,-0.48007113,0.349123269,1.4316498,0,,4.8802032,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3762732,1,0,0,1,4.1006999,-0.47726911,0.349123269,1.4316498,0,,4.8768206,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3728905,1,0,0,1,4.1006999,-0.47446707,0.349123269,1.4316498,0,,4.8734379,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3695073,1,0,0,1,4.1006999,-0.47166464,0.349123269,1.4316498,0,,4.8700547,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3661246,1,0,0,1,4.1006999,-0.46886262,0.349123269,1.4316498,0,,4.866672,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3627419,1,0,0,1,4.1006999,-0.46606058,0.349123269,1.4316498,0,,4.8632894,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3593588,1,0,0,1,4.1006999,-0.46325815,0.349123269,1.4316498,0,,4.8599062,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3559761,1,0,0,1,4.1006999,-0.46045613,0.349123269,1.4316498,0,,4.8565235,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3525934,1,0,0,1,4.1006999,-0.45765409,0.349123269,1.4316498,0,,4.8531408,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3492103,1,0,0,1,4.1006999,-0.45485166,0.349123269,1.4316498,0,,4.8497577,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3458276,1,0,0,1,4.1006999,-0.45204964,0.349123269,1.4316498,0,,4.846375,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3424449,1,0,0,1,4.1006999,-0.4492476,0.349123269,1.4316498,0,,4.8429923,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3390617,1,0,0,1,4.1006999,-0.44644517,0.349123269,1.4316498,0,,4.8396091,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3356791,1,0,0,1,4.1006999,-0.44364315,0.349123269,1.4316498,0,,4.8362265,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3322959,1,0,0,1,4.1006999,-0.44084072,0.349123269,1.4316498,0,,4.8328433,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3289132,1,0,0,1,4.1006999,-0.43803868,0.349123269,1.4316498,0,,4.8294606,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3255305,1,0,0,1,4.1006999,-0.43523666,0.349123269,1.4316498,0,,4.8260779,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3221474,1,0,0,1,4.1006999,-0.43243423,0.349123269,1.4316498,0,,4.8226948,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3187647,1,0,0,1,4.1006999,-0.42963219,0.349123269,1.4316498,0,,4.8193121,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.315382,1,0,0,1,4.1006999,-0.42683017,0.349123269,1.4316498,0,,4.8159294,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3119988,1,0,0,1,4.1006999,-0.42402774,0.349123269,1.4316498,0,,4.8125463,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3086162,1,0,0,1,4.1006999,-0.42122573,0.349123269,1.4316498,0,,4.8091636,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3052335,1,0,0,1,4.1006999,-0.41842368,0.349123269,1.4316498,0,,4.8057809,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.3018503,1,0,0,1,4.1006999,-0.41562125,0.349123269,1.4316498,0,,4.8023977,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2984676,1,0,0,1,4.1006999,-0.41281924,0.349123269,1.4316498,0,,4.799015,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.295085,1,0,0,1,4.1006999,-0.41001719,0.349123269,1.4316498,0,,4.7956324,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2917018,1,0,0,1,4.1006999,-0.40721476,0.349123269,1.4316498,0,,4.7922492,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2883191,1,0,0,1,4.1006999,-0.40441275,0.349123269,1.4316498,0,,4.7888665,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2849364,1,0,0,1,4.1006999,-0.4016107,0.349123269,1.4316498,0,,4.7854838,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2815533,1,0,0,1,4.1006999,-0.39880827,0.349123269,1.4316498,0,,4.7821007,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2781706,1,0,0,1,4.1006999,-0.39600626,0.349123269,1.4316498,0,,4.778718,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2747879,1,0,0,1,4.1006999,-0.39320421,0.349123269,1.4316498,0,,4.7753353,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2714047,1,0,0,1,4.1006999,-0.39040178,0.349123269,1.4316498,0,,4.7719522,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2680221,1,0,0,1,4.1006999,-0.38759977,0.349123269,1.4316498,0,,4.7685695,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2646394,1,0,0,1,4.1006999,-0.38479772,0.349123269,1.4316498,0,,4.7651868,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2612562,1,0,0,1,4.1006999,-0.38199529,0.349123269,1.4316498,0,,4.7618036,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2578735,1,0,0,1,4.1006999,-0.37919328,0.349123269,1.4316498,0,,4.7584209,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2544904,1,0,0,1,4.1006999,-0.37639084,0.349123269,1.4316498,0,,4.7550378,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2511077,1,0,0,1,4.1006999,-0.3735888,0.349123269,1.4316498,0,,4.7516551,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.247725,1,0,0,1,4.1006999,-0.37078679,0.349123269,1.4316498,0,,4.7482724,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2443419,1,0,0,1,4.1006999,-0.36798435,0.349123269,1.4316498,0,,4.7448893,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2409592,1,0,0,1,4.1006999,-0.36518231,0.349123269,1.4316498,0,,4.7415066,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2375765,1,0,0,1,4.1006999,-0.3623803,0.349123269,1.4316498,0,,4.7381239,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2341933,1,0,0,1,4.1006999,-0.35957786,0.349123269,1.4316498,0,,4.7347407,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2308106,1,0,0,1,4.1006999,-0.35677582,0.349123269,1.4316498,0,,4.7313581,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.227428,1,0,0,1,4.1006999,-0.35397381,0.349123269,1.4316498,0,,4.7279754,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2240448,1,0,0,1,4.1006999,-0.35117137,0.349123269,1.4316498,0,,4.7245922,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2206621,1,0,0,1,4.1006999,-0.34836933,0.349123269,1.4316498,0,,4.7212095,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2172794,1,0,0,1,4.1006999,-0.34556732,0.349123269,1.4316498,0,,4.7178268,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2138963,1,0,0,1,4.1006999,-0.34276488,0.349123269,1.4316498,0,,4.7144437,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2105136,1,0,0,1,4.1006999,-0.33996284,0.349123269,1.4316498,0,,4.711061,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2071309,1,0,0,1,4.1006999,-0.33716083,0.349123269,1.4316498,0,,4.7076783,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2037477,1,0,0,1,4.1006999,-0.33435839,0.349123269,1.4316498,0,,4.7042952,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.2003651,1,0,0,1,4.1006999,-0.33155635,0.349123269,1.4316498,0,,4.7009125,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1969824,1,0,0,1,4.1006999,-0.32875434,0.349123269,1.4316498,0,,4.6975298,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1935992,1,0,0,1,4.1006999,-0.3259519,0.349123269,1.4316498,0,,4.6941466,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1902165,1,0,0,1,4.1006999,-0.32314986,0.349123269,1.4316498,0,,4.690764,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1868339,1,0,0,1,4.1006999,-0.32034785,0.349123269,1.4316498,0,,4.6873813,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1834507,1,0,0,1,4.1006999,-0.31754541,0.349123269,1.4316498,0,,4.6839981,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.180068,1,0,0,1,4.1006999,-0.31474337,0.349123269,1.4316498,0,,4.6806154,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1766849,1,0,0,1,4.1006999,-0.31194094,0.349123269,1.4316498,0,,4.6772323,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1733022,1,0,0,1,4.1006999,-0.30913892,0.349123269,1.4316498,0,,4.6738496,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1699195,1,0,0,1,4.1006999,-0.30633688,0.349123269,1.4316498,0,,4.6704669,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1665363,1,0,0,1,4.1006999,-0.30353445,0.349123269,1.4316498,0,,4.6670837,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.1631536,1,0,0,1,4.1006999,-0.30073243,0.349123269,1.4316498,0,,4.6637011,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
0,-4.159771,1,0,0,1,4.1006999,-0.29793039,0.349123269,1.4316498,0,,4.6603184,0.51056397,3.9316957,3.9998913,1.3726465,,3.956187,3.956187,1.381197,
