x1,x2,tr1,tr2,trb,tr,zx2,zx1,zcx2,zcx1,y,x1res,x2res
58.79689,59.053455,0,1,0,1,.40639889,1.3799697,-.094148308,1.8905337,88.14502,0,1
30.624317,47.071365,0,0,1,1,-.78540301,-1.4535414,-1.2859502,-.94297743,56.471012,0,0
55.221146,54.8353,0,1,0,1,-.013161066,1.0203322,-.51370829,1.5308962,82.896446,0,0
61.021523,63.76947,0,0,0,0,.87547863,1.6037164,.37493142,2.1142802,84.19265,0,0
39.612385,40.408417,0,0,1,1,-1.448135,-.5495491,-1.9486822,-.038985148,55.052402,1,0
47.987282,48.090351,0,1,0,1,-.68404931,.29277238,-1.1845965,.80333632,69.861191,0,0
53.153862,40.783775,0,1,0,1,-1.4107999,.81241119,-1.911347,1.3229752,71.484886,0,0
45.484173,54.172447,0,1,0,1,-.079091944,.041017346,-.57963914,.55158132,75.814346,0,0
55.875469,52.998497,0,1,0,1,-.19585922,1.0861421,-.69640642,1.596706,80.807465,0,0
41.953934,37.435673,0,1,0,1,-1.7438198,-.31404328,-2.2443671,.19652067,53.387558,0,0
37.271858,46.195988,0,0,1,1,-.8724727,-.7849521,-1.3730199,-.27438816,58.539482,0,0
28.35812,45.912151,0,0,1,1,-.90070456,-1.6814686,-1.4012518,-1.1709046,49.218895,0,0
45.977013,54.577408,0,1,0,1,-.038812425,.090585664,-.53935963,.60114962,72.965813,0,0
41.029037,66.371964,0,0,0,0,1.1343364,-.40706652,.63378912,.10349743,73.96949,1,0
44.734329,45.107185,0,1,0,1,-.98077071,-.034399625,-1.4813179,.47616434,66.239754,0,0
36.410984,53.48914,0,0,1,1,-.14705732,-.8715362,-.64760453,-.36097226,64.849991,0,0
42.398502,48.54541,0,1,0,1,-.63878673,-.26932994,-1.139334,.24123402,67.477386,0,0
41.543594,58.608391,0,1,0,1,.3621304,-.35531396,-.1384168,.15525,71.699883,0,1
36.987984,36.877743,0,0,1,1,-1.7993145,-.81350332,-2.2998617,-.30293939,50.107437,0,0
52.113335,59.891006,0,1,0,1,.48970613,.70775813,-.010841074,1.218322,83.10331,0,1
49.998108,49.138168,0,1,0,1,-.5798279,.49501511,-1.0803751,1.0055791,75.793861,0,0
37.061893,43.894745,0,0,1,1,-1.1013664,-.80606973,-1.6019136,-.29550579,55.440636,0,0
30.537174,61.662556,1,0,0,1,.66591376,-1.462306,.16536656,-.95174205,69.030289,0,0
39.924686,50.940636,0,0,1,1,-.40054497,-.51813877,-.90109217,-.0075748125,63.122681,1,0
48.463192,53.437965,0,1,0,1,-.15214738,.34063798,-.65269458,.85120195,75.858444,0,0
34.203369,67.442558,1,0,0,1,1.2408233,-1.0935713,.74027604,-.58300734,74.706276,0,0
47.971992,54.598789,0,1,0,1,-.03668572,.29123461,-.53723294,.80179858,77.588547,0,0
45.955818,66.332466,0,0,0,0,1.1304077,.088453993,.62986046,.59901792,77.826942,0,0
34.883263,54.434486,0,0,1,1,-.053028148,-1.0251898,-.55357534,-.51462579,68.703461,0,0
44.784275,49.051632,0,1,0,1,-.58843523,-.029376226,-1.0889825,.48118773,68.637047,0,0
40.651508,56.999668,0,1,0,1,.20211837,-.44503725,-.29842883,.065526709,73.338905,1,0
31.353336,46.532097,0,0,1,1,-.83904153,-1.3802189,-1.3395888,-.86965489,56.637569,0,0
52.155293,44.016808,0,1,0,1,-1.0892254,.71197814,-1.5897726,1.222542,67.24736,0,0
40.507767,42.346687,0,1,0,1,-1.2553444,-.45949432,-1.7558916,.051069632,57.335983,1,0
40.137657,46.511234,0,1,0,1,-.84111661,-.49671882,-1.3416638,.01384513,61.872929,1,0
55.071018,57.799618,0,1,0,1,.28168559,1.0052329,-.21886161,1.5157969,83.639534,0,0
49.043385,48.671295,0,1,0,1,-.62626553,.39899197,-1.1268127,.90955591,73.766182,0,0
59.876869,54.496529,0,1,0,1,-.0468571,1.4885906,-.54740429,1.9991546,87.006828,0,0
37.505478,36.863655,0,0,1,1,-1.8007157,-.76145536,-2.3012629,-.25089142,50.818142,0,0
57.489784,62.451843,0,0,0,0,.74442047,1.248505,.24387327,1.759069,77.700241,0,0
45.268448,40.95171,0,1,0,1,-1.3940963,.019320393,-1.8946434,.52988434,60.868008,0,0
46.78577,69.523827,0,0,0,0,1.4478372,.17192805,.94729,.68249202,85.80722,0,0
48.465454,54.885109,0,1,0,1,-.008206849,.34086549,-.50875407,.85142946,76.148415,0,0
42.859962,53.731342,0,1,0,1,-.12296657,-.22291769,-.62351376,.28764626,71.185501,0,0
51.529167,56.177494,0,1,0,1,.12034059,.64900434,-.38020661,1.1595683,83.720589,0,0
49.786434,55.934917,0,1,0,1,.09621264,.47372562,-.40433457,.98428959,81.35923,0,0
26.273058,42.695202,0,0,1,1,-1.2206793,-1.8911778,-1.7212265,-1.3806138,50.954842,0,0
39.49942,39.411972,0,0,1,1,-1.5472467,-.56091076,-2.0477939,-.050346807,51.216816,1,0
43.229221,66.289871,0,0,0,0,1.126171,-.18577877,.62562376,.32478517,76.558342,0,0
43.1394,47.88026,0,1,0,1,-.70494604,-.19481267,-1.2054932,.31575128,65.218201,0,0
45.137043,51.152405,0,1,0,1,-.37948129,.0061040926,-.88002849,.51666802,67.858643,0,0
41.417023,39.638641,0,1,0,1,-1.524701,-.36804414,-2.0252483,.14251982,58.301117,1,0
46.510872,65.981575,0,0,0,0,1.0955062,.1442796,.59495896,.65484357,78.948769,0,0
48.217663,53.3559,0,1,0,1,-.16031006,.31594339,-.66085726,.82650733,72.517639,0,0
51.231869,61.572903,0,0,0,0,.65699643,.61910301,.15644923,1.1296669,77.900139,0,0
46.489796,50.84705,0,1,0,1,-.40985352,.14215982,-.91040075,.65272379,71.24086,0,0
51.478935,54.672905,0,1,0,1,-.029313777,.64395219,-.52986097,1.1545161,78.703514,0,0
39.444481,39.832649,0,0,1,1,-1.5054039,-.56643635,-2.0059512,-.055872396,53.749844,1,0
41.414783,42.309036,0,1,0,1,-1.2590894,-.36826935,-1.7596365,.1422946,60.578163,1,0
56.50396,43.395111,0,1,0,1,-1.1510626,1.1493537,-1.6516098,1.6599177,69.552734,0,0
22.721313,39.07798,0,0,1,1,-1.5804673,-2.2484014,-2.0810146,-1.7378374,43.155643,0,0
39.592117,48.049759,0,0,1,1,-.68808681,-.55158752,-1.188634,-.041023567,63.913696,1,0
37.350651,56.544811,0,0,1,1,.15687589,-.77702737,-.34367132,-.26646343,66.647614,0,0
34.321152,61.608086,1,0,0,1,.66049588,-1.0817251,.15994868,-.57116115,72.690735,0,0
41.423923,65.378746,0,0,0,0,1.0355457,-.3673501,.53499848,.14321385,74.160965,1,0
57.177345,66.993782,0,0,0,0,1.1961857,1.2170808,.69563848,1.7276448,86.008408,0,0
57.187901,37.901909,0,1,0,1,-1.6974455,1.2181424,-2.1979928,1.7287064,71.967972,0,0
44.329811,64.204132,0,0,0,0,.91871238,-.07508482,.41816518,.43547913,79.336952,0,0
58.452831,45.369549,0,1,0,1,-.95467466,1.3453653,-1.4552219,1.8559293,74.694946,0,0
49.12146,50.997204,0,1,0,1,-.39491841,.40684456,-.89546561,.91740853,72.801414,0,0
59.536636,64.296432,0,0,0,0,.92789304,1.4543711,.42734584,1.9649351,83.934166,0,0
39.736824,53.992207,0,0,1,1,-.097019628,-.53703338,-.59756684,-.026469424,71.956245,1,0
43.23077,71.420746,0,0,0,0,1.6365149,-.18562299,1.1359677,.32494095,84.677544,0,0
52.657757,61.854542,0,0,0,0,.68500972,.76251447,.18446252,1.2730784,80.001961,0,0
67.580597,41.352215,0,1,0,1,-1.3542598,2.2634079,-1.854807,2.7739718,80.819016,0,0
25.917004,52.078331,0,0,1,1,-.28738379,-1.9269886,-.78793103,-1.4164246,59.938461,0,0
48.643963,43.052464,0,1,0,1,-1.1851442,.35881934,-1.6856914,.86938328,63.730644,0,0
35.19912,52.013123,0,0,1,1,-.29386976,-.99342179,-.79441696,-.48285785,62.853973,0,0
31.725227,50.907345,0,0,1,1,-.40385625,-1.3428153,-.90440345,-.83225131,62.87537,0,0
41.861187,58.257217,0,1,0,1,.32720086,-.32337147,-.17334634,.18719248,77.296425,0,0
52.307594,49.085144,0,1,0,1,-.58510196,.72729617,-1.0856491,1.2378601,75.44368,0,0
40.696579,58.482162,0,1,0,1,.34957507,-.44050416,-.15097213,.070059791,71.818832,1,0
32.76897,44.952663,0,0,1,1,-.9961403,-1.2378387,-1.4966875,-.72727478,54.471619,0,0
24.078562,47.885365,0,0,1,1,-.70443839,-2.1118934,-1.2049856,-1.6013294,54.501228,0,0
47.665936,58.236713,0,1,0,1,.32516143,.26045236,-.17538577,.7710163,81.426727,0,0
39.952354,60.417831,1,0,0,1,.54210693,-.515356,.041559722,-.0047920505,75.972557,1,1
28.440699,56.995991,0,0,1,1,.20175259,-1.6731631,-.29879463,-1.1625991,60.789013,0,0
50.811966,51.368202,0,1,0,1,-.35801694,.57687044,-.85856414,1.0874344,74.498047,0,0
41.61829,50.315624,0,1,0,1,-.4627119,-.3478013,-.9632591,.16276266,67.820549,0,0
43.202213,64.526917,0,0,0,0,.95081818,-.18849516,.45027098,.32206878,75.193947,0,0
54.360672,59.776245,0,1,0,1,.47829136,.93378842,-.02225584,1.4443524,85.251106,0,1
67.161118,68.971352,0,0,0,0,1.3928852,2.2212181,.89233798,2.731782,91.518295,0,0
34.431572,60.019573,1,0,0,1,.50249404,-1.0706193,.0019468341,-.56005538,69.230186,0,1
39.683735,59.676044,0,0,1,1,.46832487,-.54237294,-.032222334,-.031808987,73.189514,1,1
31.164587,62.088985,1,0,0,1,.70832872,-1.3992027,.20778152,-.88863873,69.075676,0,0
49.608608,72.05899,0,0,0,0,1.699998,.45584044,1.1994509,.96640438,84.397888,0,0
36.792961,57.426872,0,0,1,1,.24461034,-.83311808,-.25593686,-.32255414,68.74894,0,0
45.135002,54.136749,0,1,0,1,-.082642652,.0058988291,-.58318985,.5164628,74.277359,0,0
39.010937,41.147579,0,0,1,1,-1.374614,-.6100409,-1.8751612,-.099476948,51.982132,1,0
37.739838,42.243412,0,0,1,1,-1.2656168,-.73788416,-1.7661639,-.22732021,51.601448,0,0
56.765377,63.36768,0,0,0,0,.83551437,1.1756463,.33496717,1.6862103,81.232025,0,0
45.20895,54.922504,0,1,0,1,-.004487298,.013336283,-.50503451,.52390021,73.774345,0,0
38.275139,66.289825,1,0,0,1,1.1261665,-.6840452,.62561923,-.17348124,76.741959,0,0
28.088127,49.177834,0,0,1,1,-.57588255,-1.7086236,-1.0764297,-1.1980597,56.391991,0,0
51.626919,44.802181,0,1,0,1,-1.011108,.65883589,-1.5116552,1.1693999,70.265945,0,0
45.004765,40.551468,0,1,0,1,-1.4339064,-.0072000679,-1.9344536,.50336391,60.615597,0,0
32.658497,48.692245,0,0,1,1,-.62418175,-1.2489499,-1.1247289,-.73838592,57.625641,0,0
41.11404,60.661774,0,0,0,0,.56637073,-.39851719,.065823525,.11204676,68.565254,1,1
46.869453,57.058231,0,1,0,1,.20794336,.18034463,-.29260385,.69090855,78.419189,0,0
51.813011,61.752571,0,0,0,0,.67486715,.67755252,.17431995,1.1881164,77.267456,0,0
54.437489,44.860352,0,1,0,1,-1.0053221,.94151443,-1.5058693,1.4520783,72.676697,0,0
33.523228,50.315979,0,0,1,1,-.46267661,-1.1619779,-.96322381,-.65141392,57.581043,0,0
39.369354,66.736732,1,0,0,1,1.1706182,-.57399237,.67007095,-.063428417,79.272888,1,0
38.913597,65.368149,1,0,0,1,1.0344917,-.61983103,.53394443,-.10926707,74.548271,1,0
35.759689,62.960529,1,0,0,1,.79501706,-.9370414,.29446986,-.42647746,71.203499,0,0
21.30829,53.059288,0,0,1,1,-.18981263,-2.3905189,-.69035983,-1.8799549,56.351254,0,0
38.1007,63.003963,1,0,0,1,.79933727,-.7015897,.29879007,-.19102575,71.806259,0,0
36.636448,38.78656,0,0,1,1,-1.6094534,-.84885973,-2.1100006,-.33829579,53.816753,0,0
42.85857,55.960556,0,1,0,1,.098762795,-.22305773,-.40178442,.28750622,69.06591,0,0
50.128029,54.100346,0,1,0,1,-.086263552,.50808215,-.58681077,1.0186461,80.375999,0,0
45.667671,51.407211,0,1,0,1,-.35413691,.059473053,-.85468411,.57003701,71.118073,0,0
41.107334,34.754799,0,1,0,1,-2.0104737,-.39919168,-2.5110209,.11137228,52.103344,1,0
30.003643,43.497326,0,0,1,1,-1.1408958,-1.5159669,-1.641443,-1.0054029,50.275146,0,0
54.523182,36.722176,0,1,0,1,-1.814788,.9501332,-2.3153353,1.4606972,65.948341,0,0
50.633266,52.432693,0,1,0,1,-.25213704,.55889744,-.75268424,1.0694613,79.9282,0,0
47.592983,46.932915,0,1,0,1,-.79917407,.25311503,-1.2997212,.76367897,68.043823,0,0
29.961054,34.454056,0,0,1,1,-2.0403872,-1.5202504,-2.5409343,-1.0096865,42.08997,0,0
47.702332,65.084579,0,0,0,0,1.0062863,.26411295,.50573903,.77467692,79.332718,0,0
25.452921,61.186977,1,0,0,1,.61861026,-1.9736646,.11806306,-1.4631007,68.565559,0,1
51.309601,65.703331,0,0,0,0,1.0678306,.62692106,.56728333,1.137485,82.759171,0,0
28.046822,56.551815,0,0,1,1,.15757254,-1.712778,-.34297466,-1.202214,66.63224,0,0
38.444584,55.158817,0,0,1,1,.019017627,-.66700292,-.48152956,-.15643896,69.859207,0,0
42.176918,55.695644,0,1,0,1,.072413281,-.2916162,-.42813393,.21894775,73.840889,0,0
51.032471,61.123737,0,0,0,0,.61232007,.59904814,.11177287,1.1096121,75.906273,0,1
40.644047,75.542465,0,0,0,0,2.0464828,-.4457877,1.5459356,.064776257,87.220573,1,0
55.448971,25.223314,0,1,0,1,-2.9585254,1.0432462,-3.4590726,1.5538101,55.59708,0,0
57.504597,49.59568,0,1,0,1,-.53432137,1.2499948,-1.0348686,1.7605587,80.565933,0,0
45.481045,67.868935,0,0,0,0,1.2832329,.040702738,.7826857,.55126667,81.443031,0,0
44.558395,46.98418,0,1,0,1,-.79407489,-.052094512,-1.2946221,.45846945,69.632957,0,0
46.541584,44.09613,0,1,0,1,-1.0813355,.14736852,-1.5818827,.65793246,64.668022,0,0
32.157562,61.919132,1,0,0,1,.6914342,-1.2993323,.190887,-.78876829,68.977577,0,0
54.593838,58.824009,0,1,0,1,.38357693,.95723951,-.11697027,1.4678035,87.139061,0,1
41.84251,49.477459,0,1,0,1,-.54608023,-.32524991,-1.0466274,.18531404,64.912262,0,0
51.577663,35.380024,0,1,0,1,-1.9482855,.65388197,-2.4488328,1.1644459,58.144855,0,0
49.922298,54.492321,0,1,0,1,-.04727561,.48739043,-.54782283,.99795437,76.636284,0,0
31.332882,47.794716,0,0,1,1,-.71345478,-1.3822762,-1.214002,-.87171221,56.606514,0,0
37.854614,63.324333,1,0,0,1,.83120292,-.72634029,.33065572,-.21577634,70.759964,0,0
50.314587,56.258076,0,1,0,1,.12835567,.52684557,-.37219155,1.0374095,79.849815,0,0
41.818016,84.501701,0,0,0,0,2.9376156,-.32771346,2.4370685,.18285049,95.759346,0,0
47.782574,62.010315,0,0,0,0,.70050371,.27218348,.19995651,.78274745,78.011566,0,0
29.713585,66.658798,1,0,0,1,1.1628664,-1.54514,.66231912,-1.0345761,73.782272,0,0
54.689697,50.765808,0,1,0,1,-.41793424,.9668808,-.91848147,1.4774448,76.460472,0,0
49.42617,60.491081,0,0,0,0,.54939276,.43749139,.048845556,.94805533,75.100327,0,1
44.077713,49.115314,0,1,0,1,-.58210105,-.10044007,-1.0826483,.41012388,70.764816,0,0
57.471577,47.136257,0,1,0,1,-.77894855,1.2466737,-1.2794957,1.7572377,78.499557,0,0
20.117802,47.166523,0,0,1,1,-.77593815,-2.5102546,-1.2764853,-1.9996907,50.9548,0,0
38.412235,66.050789,1,0,0,1,1.1023906,-.6702565,.60184342,-.15969254,78.749779,0,0
41.658852,59.783207,0,1,0,1,.47898382,-.34372175,-.021563383,.16684221,75.67897,0,1
45.474026,58.776291,0,1,0,1,.37883064,.039996784,-.12171656,.55056071,79.941856,0,1
35.72686,56.020615,0,0,1,1,.10473654,-.94034326,-.39581066,-.42977932,67.986626,0,0
56.912983,59.819004,0,1,0,1,.48254439,1.190492,-.01800281,1.701056,87.248863,0,1
57.103634,39.000198,0,1,0,1,-1.5882039,1.2096671,-2.0887511,1.7202311,67.006569,0,0
60.032669,40.815006,0,1,0,1,-1.4076935,1.5042605,-1.9082407,2.0148244,77.167374,0,0
54.919773,61.947781,0,0,0,0,.69428372,.99002111,.19373652,1.5005851,78.158295,0,0
43.583061,55.70237,0,1,0,1,.073082216,-.15019064,-.42746499,.36037332,73.710426,0,0
39.287704,46.176865,0,0,1,1,-.87437481,-.58220446,-1.374922,-.071640506,60.104496,1,0
60.359928,45.150345,0,1,0,1,-.97647786,1.5371753,-1.477025,2.0477393,78.244835,0,0
45.49242,56.707157,0,1,0,1,.17302367,.041846842,-.32752353,.55241078,78.593971,0,0
50.933727,50.293495,0,1,0,1,-.46491298,.58911681,-.96546018,1.0996808,78.22364,0,0
44.825466,55.042038,0,1,0,1,.0074021388,-.025233353,-.49314508,.48533061,77.642265,0,0
50.627281,52.552856,0,1,0,1,-.24018499,.55829543,-.74073219,1.0688593,75.319923,0,0
53.395008,71.78759,0,0,0,0,1.6730031,.83666492,1.1724559,1.3472289,89.862473,0,0
41.27364,50.846306,0,1,0,1,-.40992752,-.38246518,-.91047472,.12809877,67.831306,1,0
53.777199,69.449844,0,0,0,0,1.4404786,.87510449,.93993133,1.3856684,87.153984,0,0
37.364662,57.132442,0,0,1,1,.2153248,-.77561814,-.28522241,-.2650542,66.781837,0,0
68.859558,71.422455,0,0,0,0,1.6366848,2.3920419,1.1361376,2.9026058,96.153175,0,0
48.244045,69.41082,0,0,0,0,1.436597,.31859687,.93604976,.82916081,85.009773,0,0
39.631836,53.105412,0,0,1,1,-.18522495,-.54759276,-.68577218,-.037028804,69.003662,1,0
45.309696,76.861038,0,0,0,0,2.177635,.023469022,1.6770878,.534033,90.626747,0,0
47.437473,58.543941,0,1,0,1,.35571995,.23747432,-.14482725,.74803829,80.356712,0,1
45.665367,56.543633,0,1,0,1,.15675865,.059241313,-.34378856,.56980526,77.333435,0,0
29.797989,52.562439,0,0,1,1,-.23923185,-1.536651,-.73977906,-1.026087,63.049454,0,0
34.234299,53.169109,0,0,1,1,-.17888923,-1.0904605,-.67943645,-.57989657,65.441277,0,0
40.799232,44.899815,0,1,0,1,-1.0013969,-.4301796,-1.5019441,.080384359,61.636738,1,0
40.155838,52.982857,0,1,0,1,-.19741489,-.49489024,-.69796211,.015673712,69.176727,1,0
44.467243,60.595947,0,0,0,0,.55982327,-.061262321,.05927607,.44930163,71.721458,0,1
52.859604,71.210487,0,0,0,0,1.6156014,.78281564,1.1150542,1.2933795,85.909248,0,0
42.496979,55.622177,0,1,0,1,.065105841,-.25942549,-.43544137,.25113845,74.153404,0,0
40.364315,49.122887,0,1,0,1,-.58134788,-.47392225,-1.0818951,.036641702,65.57856,1,0
48.749477,55.507332,0,1,0,1,.053682722,.36943167,-.44686449,.87999564,79.825951,0,0
52.900738,55.137238,0,1,0,1,.016871192,.78695273,-.48367602,1.2975167,81.951286,0,0
56.008255,73.592499,0,0,0,0,1.8525288,1.0994973,1.3519816,1.6100613,90.890968,0,0
52.343277,57.65641,0,1,0,1,.26744139,.73088503,-.23310581,1.241449,80.329102,0,0
37.543793,52.778755,0,0,1,1,-.2177159,-.75760174,-.71826309,-.24703778,62.472321,0,0
63.353912,64.711143,0,0,0,0,.96914238,1.8383009,.46859518,2.3488648,85.241608,0,0
44.392994,78.142212,0,0,0,0,2.3050673,-.068730086,1.8045201,.44183385,87.849571,0,0
38.503685,51.960564,0,0,1,1,-.29909757,-.66105872,-.79964477,-.15049477,65.158707,0,0
47.743114,66.41877,0,0,0,0,1.138992,.26821476,.63844472,.77877873,82.609032,0,0
43.788776,57.016132,0,1,0,1,.20375599,-.12950043,-.29679123,.38106352,77.011177,0,0
55.371456,54.577713,0,1,0,1,-.038782071,1.03545,-.53932929,1.546014,83.432671,0,0
61.314583,59.630978,0,1,0,1,.4638423,1.6331915,-.036704902,2.1437554,91.653435,0,1
54.834324,51.236889,0,1,0,1,-.37107807,.98142689,-.8716253,1.4919908,80.959023,0,0
30.71859,43.043854,0,0,1,1,-1.1860006,-1.4440597,-1.6865478,-.93349576,51.739037,0,0
46.454468,55.832035,0,1,0,1,.085979417,.13860664,-.4145678,.64917058,75.121063,0,0
53.325245,58.843025,0,1,0,1,.38546839,.82964838,-.11507881,1.3402123,85.779884,0,1
52.961643,50.887104,0,1,0,1,-.40586951,.79307842,-.90641671,1.3036424,76.74205,0,0
31.629036,43.289719,0,0,1,1,-1.1615455,-1.3524898,-1.6620927,-.84192586,53.842934,0,0
61.523235,48.15147,0,1,0,1,-.67797011,1.6541771,-1.1785173,2.164741,80.193565,0,0
49.875908,52.408501,0,1,0,1,-.25454336,.48272461,-.75509059,.99328858,75.63755,0,0
47.179443,49.474442,0,1,0,1,-.5463804,.21152246,-1.0469276,.72208643,75.012062,0,0
25.218536,56.877903,0,0,1,1,.19000696,-1.9972383,-.31054026,-1.4866743,63.30986,0,0
61.422062,53.477783,0,1,0,1,-.14818689,1.6440014,-.64873409,2.1545653,83.344376,0,0
